playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Paulo Dybala,"77,036,733",76500000,2019,24,1st,30,24,"2,137",5,4,31.3,2.7,0.06,1,1079,84.2,85,22,,102,60,14,11,7,16,433,20.6,1612,50.9,1518,1251,82.4,58,18,146,31.3
Paulo Dybala,"81,649,888",81000000,2020,25,1st,33,25,"2,155",11,6,35,4.18,0.1,1,1274,83.4,106,23,,149,96,15,24,10,24,398,27.4,1884,58,1738,1521,87.5,50,24,126,25
Pedro,"3,600,000",3600000,2016,18,13th,3,0,64,0,0,0,2.81,0,0,,,0,,,,,,,,,,,,,,,,,4,,
Pedro,"4,512,150",4500000,2017,19,14th,15,6,557,2,0,50,1.94,0.17,0,,,0,,,,,,,,,,,,,,,,,15,,
Pedro,"22,617,152",22500000,2018,30,5th,31,17,"1,523",4,2,56,20,35.7,0.07,543,78.6,46,19,,61,49,3,3,3,19,254,29.9,885,62,846,678,80.1,29,8,116,0
Pedro,"4,523,430",4500000,2018,20,12th,19,19,"1,595",10,2,35.2,3.05,0.19,0,,,3,,,,,,,,,,,,,,,,,28,,
Pedro,"18,126,290",18000000,2019,31,3rd,31,21,"1,778",8,2,58,24,41.4,0.14,950,83.7,61,24,,70,61,6,8,6,23,331,26,1350,69.1,1315,1122,85.3,27,17,129,23.5
Pedro,"7,250,516",7200000,2019,21,14th,10,7,628,5,0,37,3.87,0.11,2,,,4,,,,,,,,,,,,,,,,,6,,
Pedro,"10,886,652",10800000,2020,32,4th,11,8,661,1,1,23,9,39.1,0.04,259,78.2,21,6,,34,23,4,4,2,17,152,32.2,424,59.3,395,321,81.3,12,8,61,28.6
Pedro,"10,886,652",10800000,2020,22,10th,4,0,63,0,0,20,7.14,0,0,14,73.7,0,0,,1,1,0,0,0,1,12,33.3,29,0,40,23,57.5,1,0,4,25
Pedro León,"1,809,372",1800000,2018,30,9th,12,10,930,0,4,26,8,30.8,0,244,55.6,133,8,19,45,14,2,4,1,4,183,24.6,558,53.8,447,323,72.3,15,11,73,52.9
Pedro León,"1,631,366",1620000,2019,31,12th,9,5,425,1,0,7,2,28.6,0,93,55.4,40,7,8,5,3,0,0,0,9,77,24.7,225,20,204,136,66.7,11,5,35,61.1
Pedro León,"1,270,109",1260000,2020,32,14th,31,23,"1,896",1,2,38,14,36.8,0,416,58,190,5,41,65,31,4,5,3,27,381,26.5,945,52.6,859,588,68.5,43,21,128,45.2
Pedro Neto,"2,714,058",2700000,2018,17,5th,0,0,,,,1,0,0,0,22,88,2,0,,2,2,0,0,0,0,11,18.2,33,0,37,26,70.3,0,2,3,0
Pedro Neto,"6,344,202",6300000,2019,18,8th,4,0,46,0,0,17,6,35.3,0.18,303,76.3,47,7,,33,20,6,7,4,11,240,27.5,538,55.2,558,385,69,22,14,82,20.5
Phil Foden,"13,570,291",13500000,2018,17,1st,5,0,49,0,1,0,0,,,41,85.4,4,2,,6,3,2,2,2,1,14,21.4,55,100,51,46,90.2,2,1,4,0
Phil Foden,"22,657,863",22500000,2019,18,1st,13,3,335,1,0,14,6,42.9,0.07,202,86,4,8,,14,11,1,1,1,7,117,28.2,279,60,270,228,84.4,3,4,31,16.7
Phil Foden,"36,288,839",36000000,2020,19,2nd,23,9,901,5,2,34,14,41.2,0.15,431,84.8,28,2,,44,35,3,8,8,16,253,29.2,628,77.4,591,516,87.3,10,12,61,32
Philipp Bargfrede,"1,353,645",1350000,2017,27,8th,11,4,455,1,1,50,0.4,0.5,0,,,0,,,,,,,,,,,,,,,,,9,,
Philipp Bargfrede,"3,166,401",3150000,2018,28,11th,27,23,"1,859",1,1,26.7,0.73,0.07,0,768,79.4,3,14,,19,16,1,2,2,56,383,35.2,1195,87.5,716,683,95.4,7,42,269,48.6
Philipp Bargfrede,"1,359,472",1350000,2019,29,8th,15,13,"1,079",0,0,14.3,0.58,0,0,476,82.1,2,8,,10,10,0,0,0,18,141,27,727,75,431,411,95.4,6,25,166,50
Philipp Bargfrede,"1,088,665",1080000,2020,30,16th,15,6,586,0,0,0,0.77,0,0,204,76.1,2,5,,5,5,0,1,1,19,139,27.3,345,85.7,215,199,92.6,5,15,78,63.6
Philippe Coutinho,"58,657,950",58500000,2017,24,4th,31,28,"2,227",13,8,36.8,4.28,0.12,0,,,126,,,,,,,,,,,,,,,,,18,,
Philippe Coutinho,"126,656,051",126000000,2018,25,4th,32,29,"2,402",15,11,34,4.3,0.13,0,1270,73.9,107,40,,128,87,10,20,12,34,517,24.1,1986,61.7,1777,1561,87.4,65,16,176,80
Philippe Coutinho,"63,442,016",63000000,2019,26,1st,34,22,"2,018",5,2,46.3,2.99,0.07,0,1260,86.1,49,35,,88,63,11,6,6,18,370,25.4,1766,62.4,1726,1452,84.1,38,19,132,16.7
Philippe Coutinho,"50,804,375",50400000,2020,27,1st,23,15,"1,411",8,6,46.4,3.57,0.13,1,709,81.8,41,21,,78,63,5,12,10,28,235,39.1,1071,65.2,1045,856,81.9,22,5,92,37.5
Pierre-Emerick Aubameyang,"67,851,456",67500000,2018,28,6th,29,28,"2,473",23,7,82,40,51,0.26,459,69.5,39,23,,58,44,4,18,10,9,420,24.4,916,66,1190,660,57,49,18,101,31
Pierre-Emerick Aubameyang,"63,442,016",63000000,2019,29,5th,36,30,"2,726",22,5,89,34,38.2,0.2,526,70.9,45,19,,60,44,6,12,7,21,597,25.1,1074,51.8,1450,831,57.3,67,13,100,28.4
Pierre-Emerick Aubameyang,"50,804,375",50400000,2020,30,8th,36,35,"3,136",22,3,90,40,44.4,0.22,612,68.9,86,23,,54,38,7,9,6,39,573,22.7,1248,51,1528,939,61.5,58,14,125,38.5
Rabbi Matondo,"8,156,831",8100000,2019,17,14th,7,1,189,0,0,33.3,1.43,0,0,27,75,4,0,,4,4,0,0,0,2,74,12.2,56,42.9,61,42,68.9,5,3,10,14.3
Rabbi Matondo,"7,257,768",7200000,2020,18,12th,20,14,"1,162",2,0,29.2,1.86,0.08,0,163,68.2,10,9,,30,17,6,0,0,10,272,23.5,421,51.6,539,305,56.6,47,22,68,22.2
Radja Nainggolan,"40,710,873",40500000,2018,29,3rd,31,31,"2,613",4,7,23,2.1,0.07,0,1051,79.6,81,33,,106,88,7,17,13,55,526,27,1658,67.5,1435,1221,85.1,44,37,269,41.4
Radja Nainggolan,"25,376,806",25200000,2019,30,4th,29,22,"1,967",6,3,26.1,3.16,0.09,0,830,81.9,43,10,,70,56,5,5,4,37,415,26.3,1280,64,1186,990,83.5,39,32,183,41.2
Radja Nainggolan,"14,515,536",14400000,2020,31,13th,26,25,"2,071",6,7,29.2,2.82,0.09,0,889,77.1,81,17,,92,73,6,12,8,33,266,27.4,1448,69.8,1179,1044,88.5,44,22,214,36.6
Rafael Leão,"5,428,116",5400000,2018,18,3rd,3,0,103,1,1,66.7,2.62,0.33,0,,,1,,,,,,,,,,,,,,,,,0,,
Rafael Leão,"13,594,718",13500000,2019,19,2nd,24,16,"1,287",8,3,55.6,2.52,0.22,0,174,68.8,11,6,,23,16,3,6,5,7,256,16.8,401,70,569,282,49.6,30,25,49,32.2
Rafael Leão,"18,144,420",18000000,2020,20,6th,31,12,"1,404",6,1,33.3,2.88,0.13,0,362,76.1,37,14,,59,42,13,7,3,8,196,24,649,65.1,779,537,68.9,32,16,70,46.8
Rafinha,"25,331,210",25200000,2018,24,4th,17,12,"1,043",2,2,16,8,50,0,652,88.1,18,11,9,54,44,4,8,5,20,304,28.9,902,73.7,810,709,87.5,27,11,97,35.7
Rafinha,"13,594,718",13500000,2019,25,1st,5,3,223,0,0,2,0,0,0,137,90.1,3,3,0,3,3,0,0,0,8,86,26.7,189,28.6,166,147,88.6,3,7,19,60
Rafinha,"8,618,599",8550000,2020,26,17th,31,27,"2,297",4,1,38,11,31.3,0,1280,86.4,39,19,32,75,54,8,6,4,79,522,31.7,1887,75.7,1547,1366,88.2,54,38,280,54.4
Raheem Sterling,"40,609,350",40500000,2017,21,3rd,33,29,"2,508",7,8,64,24,37.5,0.11,,,85,,,,,,,,,,,,,,,,,35,,
Raheem Sterling,"81,421,747",81000000,2018,22,1st,33,29,"2,587",18,11,85,33,38.8,0.2,999,82.9,42,26,,134,94,16,27,20,22,300,33,1603,51.1,1650,1312,79.5,70,39,161,33.3
Raheem Sterling,"126,884,031",126000000,2019,23,1st,34,31,"2,771",17,9,76,37,48.7,0.22,1099,82.2,75,35,,129,89,22,27,18,29,475,28.4,1765,60.6,1848,1453,78.6,60,41,161,23.5
Raheem Sterling,"116,124,286",115200000,2020,24,2nd,33,30,"2,651",20,1,96,36,37.5,0.21,983,80.8,50,33,,116,82,10,11,5,41,412,32,1635,46.1,1688,1343,79.6,51,30,160,36.4
Raúl de Tomás,"5,428,116",5400000,2018,22,1st,32,30,"2,496",24,3,109,46,42.2,0,402,80.2,11,10,10,56,27,9,6,3,11,445,19.8,895,63.9,1355,630,46.5,80,61,86,35.2
Raúl de Tomás,"18,126,290",18000000,2019,23,20th,33,32,"2,813",14,1,17,3,17.6,0,,,6,,,,,,,,,,,,,,,,,10,,
Raúl de Tomás,"14,515,536",14400000,2020,24,2nd,7,6,463,0,0,33,14,42.4,1,214,79,10,4,6,28,10,7,2,0,7,197,22.3,434,64.6,602,329,54.7,35,23,46,33.8
Raúl García,"8,142,175",8100000,2018,31,16th,34,30,"2,617",10,1,80,31,38.8,3,491,55.9,39,22,54,63,46,0,8,5,69,963,23.4,1260,61.9,1250,870,69.6,58,74,153,56.6
Raúl García,"6,797,359",6750000,2019,32,8th,33,27,"2,369",9,3,75,32,42.7,2,545,58.3,28,19,43,52,39,3,8,5,69,663,25,1333,48.4,1321,900,68.1,68,98,219,59
Raúl García,"5,443,326",5400000,2020,33,11th,35,33,"2,869",15,1,75,27,36,7,557,58.5,34,19,36,43,31,0,4,1,65,734,27.1,1366,50,1409,925,65.6,68,78,196,53.9
Raúl Jiménez,"31,721,008",31500000,2019,27,7th,38,36,"3,111",13,7,113,32,28.3,0.1,789,73.6,25,44,,78,63,6,13,10,26,631,23.8,1535,57.1,1836,1133,61.7,78,41,194,40.2
Raúl Jiménez,"36,288,839",36000000,2020,28,7th,38,37,"3,236",17,6,114,39,34.2,0.11,732,72.5,23,27,,83,57,13,12,7,29,588,24,1489,68.5,1839,1150,62.5,97,40,166,39.8
Rayan Cherki,"18,144,420",18000000,2020,15,7th,6,1,143,0,0,3,2,66.7,0,44,66.7,5,4,6,3,3,0,1,1,2,29,34.5,87,66.7,87,64,73.6,2,1,13,0
Reiss Nelson,"6,785,146",6750000,2018,17,6th,14,13,1120,9,3,2,1,50,0,75,91.5,1,1,,4,3,1,0,0,4,32,21.9,103,60,99,79,79.8,3,0,11,
Reiss Nelson,"15,407,347",15300000,2019,18,9th,25,7,823,8,0,19,12,63.2,0.37,200,80.3,12,5,,31,24,5,3,1,15,173,24.3,349,61.8,333,245,73.6,12,8,47,0
Reiss Nelson,"11,340,262",11250000,2020,19,8th,19,8,721,1,0,11,4,36.4,0.09,186,79.5,26,8,,21,12,2,1,0,12,164,18.9,328,55.2,320,235,73.4,14,8,34,0
Remi Oudin,"802,160",800000,2017,19,7th,24,12,"1,121",4,1,0,12,,0,,,0,,,,,,,,,,,,,,,,,12,,
Remi Oudin,"2,513,017",2500000,2018,20,1st,24,18,"1,515",7,6,0,20,,0,,,0,,,,,,,,,,,,,,,,,16,,
Remi Oudin,"11,077,177",11000000,2019,21,8th,37,32,"2,612",10,4,79,25,31.6,0,493,58.3,58,22,52,53,36,6,5,5,45,544,21.3,1198,58.5,1163,786,67.6,59,32,201,27
Renato Sanches,"19,853,460",19800000,2017,18,1st,17,6,621,0,0,12,3,25,0,,,3,,,,,,,,,,,,,,,,,14,,
Renato Sanches,"16,313,661",16200000,2019,20,1st,17,4,577,1,1,0,0,,0,7,87.5,0,0,0,0,0,0,0,0,0,1,100,10,,9,9,100,1,0,0,
Renato Sanches,"18,144,420",18000000,2020,21,1st,1,0,6,0,0,31,11,35.5,0,816,81,86,21,25,64,36,6,4,2,32,413,30.5,1230,65.8,969,866,89.4,37,34,169,30.8
Renato Steffen,"3,618,744",3600000,2018,25,16th,16,6,659,0,0,20,0.68,0,0,171,77,9,3,,14,11,1,2,1,10,151,19.9,286,54.5,253,194,76.7,13,20,45,5
Renato Steffen,"4,531,573",4500000,2019,26,6th,31,18,"1,503",5,1,28.6,1.68,0.18,0,437,75.2,29,13,,37,26,5,3,3,36,335,26.9,762,60.6,688,517,75.1,28,21,114,41.2
Renato Steffen,"3,628,884",3600000,2020,27,7th,27,19,"1,585",6,3,34.5,1.65,0.21,0,550,75.7,38,24,,45,37,3,8,6,27,397,30.5,939,75.6,764,610,79.8,28,33,150,38.5
Renaud Ripart,"1,253,375",1250000,2017,23,6th,36,34,"2,986",8,3,0,23,,0,,,0,,,,,,,,,,,,,,,,,46,,
Renaud Ripart,"1,507,810",1500000,2018,24,2nd,30,23,"2,050",5,4,0,11,,0,,,0,,,,,,,,,,,,,,,,,17,,
Renaud Ripart,"4,028,064",4000000,2019,25,9th,38,34,"3,006",8,4,66,20,30.3,0,854,72.4,77,29,62,67,50,6,5,4,73,663,25.8,1682,45.8,1479,1035,70,85,37,245,40.7
Renaud Ripart,"3,225,675",3200000,2020,26,18th,24,23,"2,027",4,2,48,15,31.3,2,427,66.4,30,18,38,38,26,3,2,2,33,430,28.4,974,42.4,1018,616,60.5,59,23,148,40.6
Richairo Živković,"589,104",585000,2019,21,12th,21,15,"1,359",3,2,1,0,0,0,16,88.9,1,0,,2,2,0,0,0,2,39,33.3,31,33.3,56,23,41.1,4,1,2,10
Richarlison,"22,617,152",22500000,2018,20,14th,38,32,"2,823",5,4,100,25,25,0.05,532,63.1,52,23,,82,43,14,13,5,52,599,26.2,1442,48.1,1428,1009,70.7,112,37,197,37.8
Richarlison,"45,315,725",45000000,2019,21,8th,35,32,"2,665",13,1,87,27,31,0.15,546,65.2,48,38,,74,41,6,10,4,55,632,26.7,1350,51.3,1492,944,63.3,107,33,226,32.6
Richarlison,"47,175,491",46800000,2020,22,12th,36,36,"3,070",13,3,91,31,34.1,0.14,541,65.8,56,24,,78,45,10,10,5,69,706,26.3,1374,62.3,1509,938,62.2,90,43,222,35.4
Riyad Mahrez,"54,281,165",54000000,2018,26,9th,36,34,"2,950",12,10,73,35,47.9,0.16,1059,73.2,160,38,,122,71,17,21,12,37,382,23.3,1879,54.5,1585,1279,80.7,83,23,249,37.5
Riyad Mahrez,"54,378,871",54000000,2019,27,1st,27,14,"1,343",7,4,54,24,44.4,0.13,717,81.1,74,12,,54,33,6,9,6,14,261,26.1,1069,56.4,944,832,88.1,21,10,106,40
Riyad Mahrez,"43,546,607",43200000,2020,28,2nd,33,21,"1,944",11,9,73,30,41.1,0.14,1009,84.9,88,19,,137,90,20,30,17,32,394,28.2,1476,63.8,1367,1154,84.4,33,13,140,30.3
Robert Andrich,"1,812,629",1800000,2019,23,5th,25,20,"1,707",4,2,28.9,2.37,0.09,0,,,49,,,,,,,,,,,,,,,,,45,,
Robert Andrich,"3,628,884",3600000,2020,24,11th,30,30,"2,572",1,2,14,1.75,0.02,0,857,71.2,39,21,,77,54,4,6,5,78,639,24.7,1547,71.1,934,842,90.1,19,66,401,58.6
Robert Ibáñez,"1,085,623",1080000,2018,24,8th,17,10,909,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
Robert Ibáñez,"906,315",900000,2019,25,5th,7,0,76,0,0,8,1,12.5,0,139,80.3,5,6,8,12,7,2,1,1,12,86,26.7,269,60,257,209,81.3,16,9,35,55.6
Robert Lewandowski,"81,421,747",81000000,2018,28,1st,30,24,"2,172",29,2,39.7,5.01,0.19,6,480,78.3,15,15,,68,43,9,11,7,4,279,33.3,926,58.8,1241,783,63.1,61,37,80,51.4
Robert Lewandowski,"58,910,443",58500000,2019,29,1st,33,33,"2,957",22,7,35.5,4.2,0.14,3,599,78.4,10,19,,120,78,11,21,10,12,418,33,1158,68.7,1519,948,62.4,80,26,113,44.3
Robert Lewandowski,"50,804,375",50400000,2020,30,1st,31,31,"2,759",34,4,44,4.37,0.22,5,592,75.6,23,18,,100,68,12,15,9,19,391,31.7,1205,57.5,1606,1002,62.4,86,32,105,56.9
Robert Snodgrass,"6,332,803",6300000,2018,29,4th,40,38,"3,144",7,14,70,29,41.4,0.09,,,262,,,,,,,,,,,,,,,,,54,,
Robert Snodgrass,"5,437,887",5400000,2019,30,10th,33,25,"2,220",2,5,31,8,25.8,0.06,875,75.7,169,24,,91,43,0,9,6,45,613,22,1447,57.6,1212,973,80.3,46,36,185,33.3
Robert Snodgrass,"4,354,661",4320000,2020,31,16th,24,17,"1,509",5,5,21,10,47.6,0.24,435,68.5,135,15,,51,19,3,7,3,27,367,24.5,805,55.6,664,501,75.5,12,20,129,40
Roberto Firmino,"72,374,886",72000000,2018,25,4th,37,32,"2,763",15,7,81,35,43.2,0.17,861,71.6,43,59,,117,90,12,14,11,57,704,28.8,1582,65.3,1759,1176,66.9,85,58,185,24.2
Roberto Firmino,"72,505,161",72000000,2019,26,2nd,34,31,"2,607",12,6,73,31,42.5,0.15,1056,81,9,40,,98,82,7,15,11,33,733,28.6,1647,69.2,1763,1327,75.3,75,40,167,26.9
Roberto Firmino,"65,319,911",64800000,2020,27,1st,38,34,"2,988",9,8,100,37,37,0.09,931,79.5,8,51,,94,72,15,19,14,37,694,31.1,1573,60.8,1818,1218,67,64,29,191,28.2
Roberto Inglese,"4,060,935",4050000,2017,24,14th,34,22,"1,964",10,4,41.9,1.97,0.23,0,,,21,,,,,,,,,,,,,,,,,41,,
Roberto Inglese,"11,308,576",11250000,2018,25,13th,34,33,"2,782",12,1,46.1,2.46,0.14,1,362,64.3,17,6,,54,37,9,3,2,32,454,22.5,961,69.6,1355,699,51.6,90,38,114,35.4
Roberto Inglese,"13,594,718",13500000,2019,26,14th,25,23,"1,965",9,0,42.2,2.06,0.16,2,273,66.6,18,6,,33,21,7,5,1,17,423,21.3,736,64.4,1106,495,44.8,71,56,75,35.8
Roberto Inglese,"10,886,652",10800000,2020,27,11th,16,8,737,3,0,42.9,2.56,0.14,0,92,65.7,4,5,,9,8,1,1,1,10,157,25.5,245,64.3,338,166,49.1,27,19,38,35.5
Roberto Pereyra,"13,536,450",13500000,2017,25,17th,13,12,"1,037",2,2,9,4,44.4,0.22,,,32,,,,,,,,,,,,,,,,,8,,
Roberto Pereyra,"9,046,861",9000000,2018,26,14th,32,18,"1,624",5,2,34,13,38.2,0.15,602,81.7,48,25,,56,38,6,9,5,9,249,25.7,978,47.4,836,681,81.5,41,18,160,22.2
Roberto Pereyra,"11,782,089",11700000,2019,27,11th,33,33,"2,815",6,1,56,21,37.5,0.11,967,81.5,41,27,,85,60,9,11,6,24,591,29.1,1585,49.5,1418,1109,78.2,69,27,245,15
Roberto Pereyra,"8,164,989",8100000,2020,28,19th,28,17,"1,648",3,0,19,8,42.1,0.11,538,82.3,31,16,,41,26,4,1,0,17,344,27,898,41,875,620,70.9,48,21,143,20
Roberto Piccoli,"907,221",900000,2020,18,3rd,1,0,17,0,0,0,5.29,0,0,5,83.3,0,0,,1,1,0,0,0,0,5,60,9,,15,7,46.7,0,0,1,0
Roberto Soldado,"2,261,715",2250000,2018,32,2nd,26,14,"1,371",9,4,49,19,38.8,1,,,16,,,,,,,,,,,,,,,,,16,,
Roberto Soldado,"906,315",900000,2019,33,6th,21,17,"1,455",6,4,43,24,55.8,0,,,4,,,,,,,,,,,,,,,,,23,,
Roberto Soldado,"725,777",720000,2020,34,7th,33,30,"2,347",7,4,33,13,39.4,1,390,68.7,15,8,28,41,33,0,6,5,16,366,26.8,789,50,1020,555,54.4,52,43,85,35.6
Robin Quaison,"4,523,430",4500000,2018,23,14th,24,15,"1,409",4,1,37.5,2.56,0.1,0,206,70.8,7,10,,32,22,8,2,1,16,363,24.5,494,55.2,600,327,54.5,40,31,81,29.3
Robin Quaison,"7,250,516",7200000,2019,24,12th,28,25,"2,194",7,3,34.8,1.89,0.15,0,340,74.1,11,12,,41,33,3,5,5,21,501,20,703,50,928,526,56.7,50,33,100,19
Robin Quaison,"9,525,820",9450000,2020,25,13th,32,31,"2,602",13,2,40.3,2.49,0.17,1,408,70.7,11,11,,57,37,10,4,3,27,647,22.7,900,66.1,1025,599,58.4,48,26,156,30.3
Rodrigo,"36,187,443",36000000,2018,26,4th,37,31,"2,670",16,4,91,38,41.8,1,673,73,25,31,29,90,67,9,14,10,18,518,20.8,1252,67.1,1485,1031,69.4,62,28,100,36.5
Rodrigo,"45,315,725",45000000,2019,27,4th,33,29,"2,528",8,6,76,29,38.2,0,621,71.6,30,32,33,75,53,10,16,12,16,549,22.6,1209,57.1,1524,983,64.5,76,23,122,25.5
Rodrigo,"36,288,839",36000000,2020,28,9th,27,23,"1,880",4,7,39,14,35.9,0,479,75.8,32,8,15,44,38,1,12,9,11,327,28.7,847,41.5,1047,699,66.8,52,19,71,41.3
Rodrigo Bentancur,"18,093,722",18000000,2018,20,1st,20,5,581,0,0,40,0.77,0,0,474,89.1,2,8,,21,21,0,0,0,28,169,38.5,609,50,471,456,96.8,1,13,80,58.8
Rodrigo Bentancur,"31,721,008",31500000,2019,21,1st,31,21,"2,003",2,3,14.3,0.94,0.1,0,1072,86.5,18,27,,44,43,0,9,9,50,548,25.2,1480,60.5,1177,1056,89.7,19,39,216,56.6
Rodrigo Bentancur,"36,288,839",36000000,2020,22,1st,30,25,"2,196",0,7,18.8,0.66,0,0,1434,87.4,53,14,,75,53,2,10,5,77,577,27.7,1908,67.5,1472,1386,94.2,17,53,222,60.8
Rodrigo Palacio,"721,944",720000,2017,34,7th,15,3,431,0,3,28.6,2.92,0,0,,,18,,,,,,,,,,,,,,,,,8,,
Rodrigo Palacio,"633,280",630000,2018,35,15th,28,23,"2,065",4,2,37.5,1.39,0.13,0,499,70.7,57,18,,59,44,3,5,4,26,476,23.7,1044,55,1225,801,65.4,84,40,125,45.1
Rodrigo Palacio,"453,157",450000,2019,36,10th,28,26,"2,329",3,6,41.3,1.78,0.07,0,579,71,97,14,,79,64,5,10,7,21,574,18.8,1190,53.7,1459,928,63.6,74,22,132,38.7
Rodrigo Palacio,"362,888",360000,2020,37,12th,34,27,"2,472",7,3,43.1,2.11,0.12,0,749,74.2,95,19,,82,72,6,9,7,23,590,25.8,1405,51.9,1633,1077,66,80,30,141,40.7
Roland Sallai,"1,133,051",1130000,2017,19,19th,21,11,957,1,0,34.5,2.73,0.03,0,,,15,,,,,,,,,,,,,,,,,38,,
Roland Sallai,"4,071,087",4050000,2018,20,6th,1,0,27,0,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,
Roland Sallai,"4,078,415",4050000,2019,21,13th,10,5,527,2,0,35.7,2.39,0.14,0,117,77.5,10,5,,9,6,0,1,0,7,100,21,247,39.1,223,174,78,12,17,34,58.3
Roland Sallai,"3,175,273",3150000,2020,22,8th,21,15,"1,162",2,0,35.3,2.63,0.06,0,236,68.8,42,9,,31,23,3,2,1,22,199,28.1,540,57.1,545,394,72.3,27,30,79,40
Romain Amalfitano,"902,430",900000,2017,26,16th,26,15,"1,418",0,0,17,5,29.4,0,,,21,,,,,,,,,,,,,,,,,18,,
Romain Amalfitano,"1,809,372",1800000,2018,27,11th,33,31,"2,703",0,1,13,1,7.7,0,1129,80.6,20,31,30,53,44,1,5,4,46,532,26.1,1741,58.3,1208,1142,94.5,44,35,308,33.3
Romain Amalfitano,"1,812,629",1800000,2019,28,18th,32,30,"2,522",0,0,20,4,20,0,839,78.3,26,16,24,32,26,1,2,1,59,603,25,1395,57.1,1029,911,88.5,39,43,252,31.4
Romain Amalfitano,"1,451,554",1440000,2020,29,16th,26,18,"1,695",1,1,11,2,18.2,0,700,78.5,22,22,14,26,18,3,2,2,43,438,28.1,1092,65.1,773,727,94,16,26,214,45.8
Romain Hamouma,"4,010,800",4000000,2017,29,8th,29,22,"1,969",7,5,47,20,42.6,2,,,107,,,,,,,,,,,,,,,,,22,,
Romain Hamouma,"2,513,017",2500000,2018,30,7th,29,22,"1,847",5,3,43,18,41.9,0,456,70.7,107,14,33,71,33,6,11,5,15,243,32.9,880,51.5,823,598,72.7,40,16,106,45
Romain Hamouma,"2,517,540",2500000,2019,31,4th,27,19,"1,586",4,4,35,10,28.6,0,410,69.5,90,9,34,54,38,6,8,5,31,286,25.2,825,47.1,837,579,69.2,45,24,109,32.8
Romain Hamouma,"2,016,047",2000000,2020,32,17th,14,9,865,6,1,21,12,57.1,0,183,67.3,46,9,10,35,20,3,9,3,16,204,27.5,381,44.4,441,268,60.8,20,14,47,27
Romain Philippoteaux,"2,005,400",2000000,2017,28,18th,30,18,"1,557",2,1,25,6,24,0,,,57,,,,,,,,,,,,,,,,,20,,
Romain Philippoteaux,"1,507,810",1500000,2018,29,11th,35,35,"3,080",11,4,0,23,,2,,,0,,,,,,,,,,,,,,,,,30,,
Romain Philippoteaux,"1,007,016",1000000,2019,30,15th,38,37,"3,238",4,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
Romain Philippoteaux,"806,419",800000,2020,31,18th,27,23,"1,994",5,2,31,12,38.7,0,446,71.2,46,14,25,53,34,5,3,1,24,380,24.7,849,42.4,764,555,72.6,27,17,152,20
Romelu Lukaku,"54,145,800",54000000,2017,23,7th,37,36,"3,266",25,6,50,3.03,0.22,1,,,46,,,,,,,,,,,,,,,,,32,,
Romelu Lukaku,"90,468,608",90000000,2018,24,2nd,34,33,"2,867",16,7,50,2.57,0.2,0,495,66.3,36,32,,75,55,4,16,11,7,323,24.8,1059,68.5,1459,861,59,71,31,84,52
Romelu Lukaku,"67,973,588",67500000,2019,25,6th,32,22,"2,136",12,0,55.9,2.49,0.2,0,379,65,44,16,,54,45,5,7,6,11,348,28.4,826,68.4,1189,653,54.9,51,18,67,55
Romelu Lukaku,"77,113,784",76500000,2020,26,2nd,36,33,"2,979",23,2,43.2,2.87,0.18,6,554,71.7,24,14,,96,80,8,12,9,11,252,23,1128,56.8,1538,885,57.5,65,47,102,53.3
Ruben Loftus-Cheek,"4,512,150",4500000,2017,20,1st,6,0,35,0,0,1,1,100,0,,,0,,,,,,,,,,,,,,,,,2,,
Ruben Loftus-Cheek,"16,284,349",16200000,2018,21,11th,24,21,"1,874",2,3,32,7,21.9,0.06,582,81.9,13,19,,63,43,9,8,5,15,375,27.5,1017,61.8,915,711,77.7,42,17,171,36.6
Ruben Loftus-Cheek,"27,189,435",27000000,2019,22,3rd,24,6,998,6,2,27,8,29.6,0.22,549,88,2,12,,43,33,3,5,4,18,191,33,781,64.3,735,607,82.6,20,10,99,51.5
Ruben Loftus-Cheek,"21,773,304",21600000,2020,23,4th,8,3,298,0,1,4,0,0,0,116,88.5,1,2,,2,2,0,1,1,0,21,47.6,145,100,147,116,78.9,2,2,23,20
Ruben Vargas,"8,164,989",8100000,2020,20,15th,33,29,"2,530",6,1,43.3,2.13,0.1,0,420,63.9,26,16,,58,36,8,5,3,35,554,24.4,1045,48.3,985,685,69.5,68,40,172,28.2
Ryad Boudebouz,"10,027,000",10000000,2017,26,15th,33,33,"2,921",11,9,60,24,40,3,,,231,,,,,,,,,,,,,,,,,20,,
Ryad Boudebouz,"6,031,241",6000000,2018,27,6th,27,15,"1,364",2,3,19,12,63.2,0,634,75.5,55,25,24,57,46,4,6,5,24,327,23.9,1007,64.2,890,765,86,29,20,96,41.2
Ryad Boudebouz,"3,528,082",3500000,2020,29,17th,24,20,"1,597",1,4,24,5,20.8,1,696,72.2,105,28,23,66,40,3,5,3,24,403,28.3,1141,66.7,1006,825,82,29,9,126,22.7
